OUT_ID,STO_NM,SHIP_YM,SERVICE_TYPE,ORDER_CNT,BOX_TOT,WEIGHT_KG
OUT0003307,Sample Pharma 0226,2024-11,Cold Chain,12,102.277,432.02
OUT0003308,Sample Pharma 0226,2024-12,Standard,18,227.142,1070.17
OUT0003309,Sample Pharma 0226,2025-01,Standard,16,196.875,1115.38
OUT0003310,Sample Pharma 0226,2025-02,Standard,15,204.765,793.5
OUT0003311,Sample Pharma 0226,2025-04,Standard,9,123.0,716.65
OUT0003312,Sample Pharma 0226,2025-05,Standard,12,134.347,450.31
OUT0003313,Sample Retail 0227,2024-01,Standard,36,553.267,4882.48
OUT0003314,Sample Retail 0227,2024-02,Cold Chain,13,185.467,898.91
OUT0003315,Sample Retail 0227,2024-03,Standard,23,308.165,1606.2
OUT0003316,Sample Retail 0227,2024-04,Standard,16,140.07,552.32
OUT0003317,Sample Retail 0227,2024-05,Standard,32,428.352,1729.93
OUT0003318,Sample Retail 0227,2024-06,Standard,15,178.935,1678.1
OUT0003319,Sample Retail 0227,2024-07,Standard,11,169.49,1205.53
OUT0003320,Sample Retail 0227,2024-08,Cold Chain,14,132.482,1027.75
OUT0003321,Sample Retail 0227,2024-09,Standard,14,179.136,1153.8
OUT0003322,Sample Retail 0227,2024-12,Standard,21,165.011,696.47
OUT0003323,Sample Retail 0227,2025-01,Standard,10,94.532,502.2
OUT0003324,Sample Retail 0227,2025-02,Standard,9,96.176,550.09
OUT0003325,Sample Retail 0227,2025-03,Priority,31,363.426,1964.65
OUT0003326,Sample Retail 0227,2025-04,Cold Chain,16,148.463,1060.81
OUT0003327,Sample Retail 0227,2025-05,Standard,10,107.275,693.82
OUT0003328,Sample Retail 0227,2025-06,Standard,15,175.015,1333.44
OUT0003329,Sample E-commerce 0228,2024-01,Standard,15,123.524,525.05
OUT0003330,Sample E-commerce 0228,2024-02,Standard,14,100.209,920.47
OUT0003331,Sample E-commerce 0228,2024-03,Standard,15,125.477,875.53
OUT0003332,Sample E-commerce 0228,2024-04,Standard,10,116.973,693.96
OUT0003333,Sample E-commerce 0228,2024-05,Standard,16,226.662,2164.9
OUT0003334,Sample E-commerce 0228,2024-06,Standard,16,198.964,916.5
OUT0003335,Sample E-commerce 0228,2024-10,Cold Chain,31,288.945,2243.24
OUT0003336,Sample E-commerce 0228,2024-11,Standard,14,202.442,1908.83
OUT0003337,Sample E-commerce 0228,2024-12,Standard,15,144.223,1209.66
OUT0003338,Sample E-commerce 0228,2025-01,Standard,12,166.864,691.88
OUT0003339,Sample E-commerce 0228,2025-03,Cold Chain,16,135.082,719.1
OUT0003340,Sample E-commerce 0228,2025-05,Standard,21,167.613,1578.69
OUT0003341,Sample E-commerce 0228,2025-06,Standard,15,111.212,1017.95
OUT0003342,Sample Pharma 0229,2024-01,Standard,3,26.529,102.44
OUT0003343,Sample Pharma 0229,2024-02,Cold Chain,3,32.75,283.3
OUT0003344,Sample Pharma 0229,2024-03,Standard,4,31.733,200.08
OUT0003345,Sample Pharma 0229,2024-04,Standard,3,34.884,319.86
OUT0003346,Sample Pharma 0229,2024-05,Standard,3,32.542,154.39
OUT0003347,Sample Pharma 0229,2024-06,Standard,4,34.585,149.91
OUT0003348,Sample Pharma 0229,2024-07,Standard,4,36.79,247.74
OUT0003349,Sample Pharma 0229,2024-08,Standard,11,149.149,859.75
OUT0003350,Sample Pharma 0229,2024-09,Standard,4,50.23,444.04
OUT0003351,Sample Pharma 0229,2024-11,Standard,3,27.413,178.26
OUT0003352,Sample Pharma 0229,2024-12,Standard,5,35.181,299.87
OUT0003353,Sample Pharma 0229,2025-01,Cold Chain,5,45.982,229.45
OUT0003354,Sample Pharma 0229,2025-02,Standard,3,35.234,233.23
OUT0003355,Sample Pharma 0229,2025-03,Standard,2,18.953,165.78
OUT0003356,Sample Pharma 0229,2025-04,Standard,3,44.365,424.23
OUT0003357,Sample Pharma 0229,2025-05,Standard,4,58.345,468.57
OUT0003358,Sample Pharma 0229,2025-06,Standard,5,48.925,341.22
OUT0003359,Sample FoodService 0230,2024-01,Standard,7,55.882,264.84
OUT0003360,Sample FoodService 0230,2024-02,Standard,18,155.597,1187.99
OUT0003361,Sample FoodService 0230,2024-03,Cold Chain,13,192.974,918.2
OUT0003362,Sample FoodService 0230,2024-04,Standard,30,354.456,2505.75
OUT0003363,Sample FoodService 0230,2024-07,Cold Chain,33,485.872,4728.53
OUT0003364,Sample FoodService 0230,2024-08,Priority,11,107.784,501.98
OUT0003365,Sample FoodService 0230,2024-09,Standard,12,130.534,520.96
OUT0003366,Sample FoodService 0230,2024-10,Standard,22,197.522,1658.02
OUT0003367,Sample FoodService 0230,2024-11,Standard,22,267.113,1140.55
OUT0003368,Sample FoodService 0230,2025-02,Standard,8,109.599,884.61
OUT0003369,Sample FoodService 0230,2025-03,Standard,15,213.191,2021.45
OUT0003370,Sample FoodService 0230,2025-04,Standard,17,136.465,1112.18
OUT0003371,Sample FoodService 0230,2025-05,Standard,13,172.638,1479.86
OUT0003372,Sample FoodService 0231,2024-01,Standard,34,432.823,1898.26
OUT0003373,Sample FoodService 0231,2024-05,Standard,26,226.826,2026.88
OUT0003374,Sample FoodService 0231,2024-08,Standard,23,192.825,689.44
OUT0003375,Sample FoodService 0231,2024-09,Standard,34,458.616,3119.07
OUT0003376,Sample FoodService 0231,2024-10,Standard,35,366.593,1743.74
OUT0003377,Sample FoodService 0231,2024-12,Standard,48,348.042,3031.6
OUT0003378,Sample FoodService 0231,2025-01,Standard,10,144.177,1025.72
OUT0003379,Sample FoodService 0231,2025-02,Standard,23,273.661,2308.08
OUT0003380,Sample FoodService 0231,2025-04,Priority,23,344.316,2730.17
OUT0003381,Sample FoodService 0231,2025-05,Cold Chain,22,266.121,1337.29
OUT0003382,Sample FoodService 0231,2025-06,Standard,20,244.591,1430.26
OUT0003383,Sample FoodService 0232,2024-02,Standard,5,41.232,157.71
OUT0003384,Sample FoodService 0232,2024-03,Standard,7,105.351,605.3
OUT0003385,Sample FoodService 0232,2024-06,Cold Chain,5,58.629,189.62
OUT0003386,Sample FoodService 0232,2024-07,Standard,9,132.134,1264.31
OUT0003387,Sample FoodService 0232,2024-09,Standard,7,105.135,855.12
OUT0003388,Sample FoodService 0232,2024-10,Standard,6,47.434,311.11
OUT0003389,Sample FoodService 0232,2024-12,Standard,9,83.062,371.86
OUT0003390,Sample FoodService 0232,2025-03,Standard,5,61.558,522.93
OUT0003391,Sample FoodService 0232,2025-04,Standard,4,32.644,141.12
OUT0003392,Sample FoodService 0232,2025-05,Standard,3,44.342,328.37
OUT0003393,Sample FoodService 0232,2025-06,Standard,7,100.918,460.61
OUT0003394,Sample E-commerce 0233,2024-01,Standard,26,279.419,2631.21
OUT0003395,Sample E-commerce 0233,2024-03,Standard,19,197.861,1092.54
OUT0003396,Sample E-commerce 0233,2024-07,Standard,23,267.092,2582.34
OUT0003397,Sample E-commerce 0233,2024-10,Standard,32,287.723,1693.47
OUT0003398,Sample E-commerce 0233,2024-12,Priority,46,700.764,4778.41
OUT0003399,Sample E-commerce 0233,2025-01,Cold Chain,29,330.271,2805.77
OUT0003400,Sample E-commerce 0233,2025-02,Standard,26,211.735,1138.34
OUT0003401,Sample E-commerce 0233,2025-03,Standard,28,221.626,1649.11
OUT0003402,Sample E-commerce 0233,2025-04,Standard,37,534.924,2850.84
OUT0003403,Sample E-commerce 0233,2025-05,Cold Chain,44,426.897,1438.57
OUT0003404,Sample E-commerce 0233,2025-06,Standard,19,144.827,639.85
OUT0003405,Sample FoodService 0234,2024-01,Standard,11,125.772,1096.87
OUT0003406,Sample FoodService 0234,2024-02,Standard,8,67.288,619.67
OUT0003407,Sample FoodService 0234,2024-03,Standard,8,120.678,768.86
OUT0003408,Sample FoodService 0234,2024-04,Standard,6,49.521,166.78
OUT0003409,Sample FoodService 0234,2024-05,Standard,13,178.882,1308.43
OUT0003410,Sample FoodService 0234,2024-07,Standard,13,158.341,779.47
OUT0003411,Sample FoodService 0234,2024-08,Standard,8,77.345,371.46
OUT0003412,Sample FoodService 0234,2024-09,Priority,11,143.984,953.05
OUT0003413,Sample FoodService 0234,2024-10,Standard,16,168.768,1179.2
OUT0003414,Sample FoodService 0234,2024-11,Standard,15,178.086,1057.02
OUT0003415,Sample FoodService 0234,2024-12,Standard,15,112.596,784.82
OUT0003416,Sample FoodService 0234,2025-01,Standard,11,123.122,1110.68
OUT0003417,Sample FoodService 0234,2025-02,Standard,12,154.037,535.86
OUT0003418,Sample FoodService 0234,2025-04,Priority,10,77.708,287.26
OUT0003419,Sample FoodService 0234,2025-05,Standard,8,101.331,830.04
OUT0003420,Sample FoodService 0234,2025-06,Standard,17,174.772,1382.69
OUT0003421,Sample FoodService 0235,2024-02,Standard,6,58.659,360.49
OUT0003422,Sample FoodService 0235,2024-04,Standard,12,139.86,1075.44
OUT0003423,Sample FoodService 0235,2024-05,Standard,3,22.074,102.65
OUT0003424,Sample FoodService 0235,2024-06,Standard,5,40.738,174.9
OUT0003425,Sample FoodService 0235,2024-07,Standard,7,100.7,766.45
OUT0003426,Sample FoodService 0235,2024-08,Standard,5,43.955,154.04
OUT0003427,Sample FoodService 0235,2024-09,Standard,13,179.992,829.99
OUT0003428,Sample FoodService 0235,2024-12,Priority,6,48.344,214.33
OUT0003429,Sample FoodService 0235,2025-01,Standard,9,120.535,869.12
OUT0003430,Sample FoodService 0235,2025-02,Cold Chain,8,103.633,504.52
OUT0003431,Sample FoodService 0235,2025-03,Standard,7,64.176,621.88
OUT0003432,Sample FoodService 0235,2025-04,Standard,4,58.872,252.63
OUT0003433,Sample FoodService 0235,2025-06,Standard,7,74.982,307.26
OUT0003434,Sample E-commerce 0236,2024-01,Priority,5,47.58,446.02
OUT0003435,Sample E-commerce 0236,2024-02,Standard,7,68.772,326.17
OUT0003436,Sample E-commerce 0236,2024-03,Standard,12,123.226,671.06
OUT0003437,Sample E-commerce 0236,2024-04,Cold Chain,13,93.093,878.55
OUT0003438,Sample E-commerce 0236,2024-05,Standard,8,114.685,404.33
OUT0003439,Sample E-commerce 0236,2024-06,Standard,7,71.742,671.43
OUT0003440,Sample E-commerce 0236,2024-07,Standard,8,105.731,898.82
OUT0003441,Sample E-commerce 0236,2024-08,Cold Chain,18,268.523,1808.57
OUT0003442,Sample E-commerce 0236,2024-09,Cold Chain,7,81.457,489.79
OUT0003443,Sample E-commerce 0236,2024-10,Cold Chain,10,102.889,646.95
OUT0003444,Sample E-commerce 0236,2024-11,Priority,8,110.773,909.0
OUT0003445,Sample E-commerce 0236,2024-12,Standard,23,319.768,2516.68
OUT0003446,Sample E-commerce 0236,2025-01,Standard,12,125.093,565.58
OUT0003447,Sample E-commerce 0236,2025-02,Standard,15,130.505,1257.0
OUT0003448,Sample E-commerce 0236,2025-03,Standard,9,99.45,401.02
OUT0003449,Sample E-commerce 0236,2025-04,Standard,5,37.984,295.16
OUT0003450,Sample E-commerce 0236,2025-05,Cold Chain,10,76.402,665.01
OUT0003451,Sample E-commerce 0236,2025-06,Standard,15,187.461,1425.11
OUT0003452,Sample Retail 0237,2024-02,Standard,5,71.039,245.28
OUT0003453,Sample Retail 0237,2024-03,Standard,8,116.634,394.85
OUT0003454,Sample Retail 0237,2024-04,Standard,7,61.133,495.61
OUT0003455,Sample Retail 0237,2024-05,Standard,7,61.835,513.82
OUT0003456,Sample Retail 0237,2024-06,Priority,12,87.785,546.44
OUT0003457,Sample Retail 0237,2024-07,Cold Chain,15,163.635,942.53
OUT0003458,Sample Retail 0237,2024-08,Standard,19,160.516,749.38
OUT0003459,Sample Retail 0237,2024-09,Standard,12,94.387,691.66
OUT0003460,Sample Retail 0237,2024-10,Cold Chain,6,47.668,269.11
OUT0003461,Sample Retail 0237,2024-11,Priority,11,141.436,621.09
OUT0003462,Sample Retail 0237,2024-12,Standard,11,110.703,430.35
OUT0003463,Sample Retail 0237,2025-01,Standard,9,78.322,766.88
OUT0003464,Sample Retail 0237,2025-02,Standard,14,211.908,1642.96
OUT0003465,Sample Retail 0237,2025-03,Cold Chain,5,55.588,394.38
OUT0003466,Sample Retail 0237,2025-04,Standard,6,68.646,420.18
OUT0003467,Sample Retail 0237,2025-06,Cold Chain,6,77.161,598.22
OUT0003468,Sample Pharma 0238,2024-01,Standard,10,113.62,656.57
OUT0003469,Sample Pharma 0238,2024-04,Standard,8,60.604,458.42
OUT0003470,Sample Pharma 0238,2024-05,Standard,9,123.218,911.94
OUT0003471,Sample Pharma 0238,2024-06,Standard,10,82.896,328.97
OUT0003472,Sample Pharma 0238,2024-07,Cold Chain,6,55.133,533.59
OUT0003473,Sample Pharma 0238,2024-09,Standard,11,168.594,815.24
OUT0003474,Sample Pharma 0238,2024-11,Standard,13,130.769,530.89
OUT0003475,Sample Pharma 0238,2024-12,Standard,9,133.976,966.28
OUT0003476,Sample Pharma 0238,2025-01,Standard,6,84.146,411.95
OUT0003477,Sample Pharma 0238,2025-02,Standard,9,69.924,488.83
OUT0003478,Sample Pharma 0238,2025-04,Standard,15,140.329,901.52
OUT0003479,Sample Pharma 0238,2025-05,Standard,6,51.364,451.06
OUT0003480,Sample FoodService 0239,2024-01,Standard,8,106.418,588.83
OUT0003481,Sample FoodService 0239,2024-03,Standard,14,177.768,1711.33
OUT0003482,Sample FoodService 0239,2024-05,Standard,13,194.509,1424.16
OUT0003483,Sample FoodService 0239,2024-06,Standard,12,165.522,1328.79
OUT0003484,Sample FoodService 0239,2024-07,Priority,11,99.887,383.66
OUT0003485,Sample FoodService 0239,2024-09,Priority,12,150.996,1323.1
OUT0003486,Sample FoodService 0239,2024-10,Standard,15,155.719,709.15
OUT0003487,Sample FoodService 0239,2024-11,Standard,14,135.669,956.66
OUT0003488,Sample FoodService 0239,2024-12,Standard,16,156.788,737.31
OUT0003489,Sample FoodService 0239,2025-01,Standard,10,86.926,583.71
OUT0003490,Sample FoodService 0239,2025-02,Cold Chain,8,66.121,274.78
OUT0003491,Sample FoodService 0239,2025-03,Standard,10,104.226,654.6
OUT0003492,Sample FoodService 0239,2025-05,Standard,10,148.811,651.04
OUT0003493,Sample Retail 0240,2024-02,Standard,8,123.024,1075.96
OUT0003494,Sample Retail 0240,2024-03,Cold Chain,6,57.239,367.16
OUT0003495,Sample Retail 0240,2024-04,Standard,12,162.263,983.75
OUT0003496,Sample Retail 0240,2024-05,Standard,8,102.935,613.38
OUT0003497,Sample Retail 0240,2024-06,Priority,12,163.274,620.08
OUT0003498,Sample Retail 0240,2024-07,Standard,14,120.188,1009.28
OUT0003499,Sample Retail 0240,2024-08,Standard,5,37.401,166.62
OUT0003500,Sample Retail 0240,2024-09,Priority,10,111.157,599.07
OUT0003501,Sample Retail 0240,2024-11,Standard,16,204.433,1274.71
OUT0003502,Sample Retail 0240,2024-12,Standard,9,67.975,515.25
OUT0003503,Sample Retail 0240,2025-01,Standard,9,97.966,477.72
OUT0003504,Sample Retail 0240,2025-03,Standard,11,82.91,656.88
OUT0003505,Sample Retail 0240,2025-04,Standard,12,104.619,367.2
OUT0003506,Sample Retail 0240,2025-05,Standard,9,103.391,565.24
OUT0003507,Sample Retail 0240,2025-06,Standard,17,240.781,1981.33
OUT0003508,Sample Manufacturing 0241,2024-01,Standard,18,153.799,1332.45
OUT0003509,Sample Manufacturing 0241,2024-02,Priority,13,151.671,960.9
OUT0003510,Sample Manufacturing 0241,2024-03,Cold Chain,22,281.074,2702.91
OUT0003511,Sample Manufacturing 0241,2024-04,Cold Chain,26,360.857,2044.5
OUT0003512,Sample Manufacturing 0241,2024-05,Standard,23,278.474,1663.31
OUT0003513,Sample Manufacturing 0241,2024-06,Standard,20,169.788,636.46
OUT0003514,Sample Manufacturing 0241,2024-07,Priority,17,209.221,1916.8
OUT0003515,Sample Manufacturing 0241,2024-08,Cold Chain,14,192.704,1011.24
OUT0003516,Sample Manufacturing 0241,2024-09,Standard,28,296.938,2248.73
OUT0003517,Sample Manufacturing 0241,2024-11,Standard,28,267.428,2173.59
OUT0003518,Sample Manufacturing 0241,2025-01,Standard,20,167.983,1324.31
OUT0003519,Sample Manufacturing 0241,2025-02,Standard,13,185.174,612.79
OUT0003520,Sample Manufacturing 0241,2025-03,Cold Chain,13,176.766,848.64
OUT0003521,Sample Manufacturing 0241,2025-04,Standard,9,112.88,1092.52
OUT0003522,Sample Manufacturing 0241,2025-05,Standard,21,151.433,1148.9
OUT0003523,Sample Manufacturing 0242,2024-01,Standard,4,40.286,196.97
OUT0003524,Sample Manufacturing 0242,2024-02,Cold Chain,5,50.149,174.85
OUT0003525,Sample Manufacturing 0242,2024-03,Standard,3,34.004,167.62
OUT0003526,Sample Manufacturing 0242,2024-04,Standard,3,44.833,248.63
OUT0003527,Sample Manufacturing 0242,2024-05,Standard,6,90.584,524.4
OUT0003528,Sample Manufacturing 0242,2024-06,Standard,5,40.329,321.95
OUT0003529,Sample Manufacturing 0242,2024-08,Standard,10,128.661,820.07
OUT0003530,Sample Manufacturing 0242,2024-09,Standard,5,38.885,124.94
OUT0003531,Sample Manufacturing 0242,2024-10,Standard,5,45.573,241.87
OUT0003532,Sample Manufacturing 0242,2024-12,Standard,4,38.507,167.68
OUT0003533,Sample Manufacturing 0242,2025-01,Priority,6,62.39,494.1
OUT0003534,Sample Manufacturing 0242,2025-03,Standard,7,98.098,946.51
OUT0003535,Sample Manufacturing 0242,2025-05,Standard,4,44.918,374.49
OUT0003536,Sample Manufacturing 0242,2025-06,Standard,5,52.487,449.1
OUT0003537,Sample Pharma 0243,2024-03,Cold Chain,5,44.389,167.16
OUT0003538,Sample Pharma 0243,2024-04,Standard,2,22.535,105.55
OUT0003539,Sample Pharma 0243,2024-05,Standard,15,214.551,975.71
OUT0003540,Sample Pharma 0243,2024-09,Standard,5,72.449,285.75
OUT0003541,Sample Pharma 0243,2024-10,Standard,8,65.727,571.37
OUT0003542,Sample Pharma 0243,2024-11,Cold Chain,11,132.832,1188.47
OUT0003543,Sample Pharma 0243,2024-12,Priority,5,63.275,279.42
OUT0003544,Sample Pharma 0243,2025-02,Standard,8,65.678,240.59
OUT0003545,Sample Pharma 0243,2025-03,Standard,7,107.243,530.05
OUT0003546,Sample Pharma 0243,2025-04,Standard,5,52.134,381.28
OUT0003547,Sample Pharma 0243,2025-06,Standard,7,91.705,621.0
OUT0003548,Sample Manufacturing 0244,2024-01,Standard,10,104.391,369.22
OUT0003549,Sample Manufacturing 0244,2024-04,Standard,19,228.228,758.11
OUT0003550,Sample Manufacturing 0244,2024-05,Standard,13,146.866,1138.2
OUT0003551,Sample Manufacturing 0244,2024-07,Standard,24,356.925,2112.2
OUT0003552,Sample Manufacturing 0244,2024-10,Standard,13,111.333,820.53
OUT0003553,Sample Manufacturing 0244,2024-11,Standard,16,206.177,937.54
OUT0003554,Sample Manufacturing 0244,2024-12,Standard,30,218.689,713.84
OUT0003555,Sample Manufacturing 0244,2025-01,Standard,9,89.992,761.86
OUT0003556,Sample Manufacturing 0244,2025-02,Standard,18,213.654,1458.94
OUT0003557,Sample Manufacturing 0244,2025-03,Standard,18,140.289,475.72
OUT0003558,Sample Manufacturing 0244,2025-04,Standard,22,278.061,1103.04
OUT0003559,Sample E-commerce 0245,2024-01,Standard,22,248.642,1342.64
OUT0003560,Sample E-commerce 0245,2024-02,Priority,11,96.845,845.55
OUT0003561,Sample E-commerce 0245,2024-03,Standard,10,75.029,258.17
OUT0003562,Sample E-commerce 0245,2024-04,Standard,21,259.77,1429.44
OUT0003563,Sample E-commerce 0245,2024-05,Standard,29,315.684,1486.56
OUT0003564,Sample E-commerce 0245,2024-06,Standard,20,162.427,1132.32
OUT0003565,Sample E-commerce 0245,2024-07,Standard,13,183.139,1103.48
OUT0003566,Sample E-commerce 0245,2024-08,Standard,39,382.599,1702.76
OUT0003567,Sample E-commerce 0245,2024-09,Standard,13,150.575,1030.93
OUT0003568,Sample E-commerce 0245,2024-10,Standard,19,239.043,2198.28
OUT0003569,Sample E-commerce 0245,2024-11,Standard,14,154.247,1352.07
OUT0003570,Sample E-commerce 0245,2024-12,Standard,23,203.561,1572.13
OUT0003571,Sample E-commerce 0245,2025-01,Standard,9,86.084,655.65
OUT0003572,Sample E-commerce 0245,2025-02,Standard,20,235.125,899.07
OUT0003573,Sample E-commerce 0245,2025-03,Standard,23,166.281,1544.89
OUT0003574,Sample E-commerce 0245,2025-05,Standard,20,240.629,1936.31
OUT0003575,Sample E-commerce 0245,2025-06,Standard,14,109.204,967.83
OUT0003576,Sample Retail 0246,2024-01,Standard,9,117.309,853.86
OUT0003577,Sample Retail 0246,2024-02,Standard,13,199.833,937.63
OUT0003578,Sample Retail 0246,2024-03,Priority,9,121.167,417.37
OUT0003579,Sample Retail 0246,2024-04,Standard,19,196.129,1000.47
OUT0003580,Sample Retail 0246,2024-05,Cold Chain,14,114.708,807.16
OUT0003581,Sample Retail 0246,2024-06,Standard,9,64.653,431.85
OUT0003582,Sample Retail 0246,2024-07,Cold Chain,7,58.592,371.32
OUT0003583,Sample Retail 0246,2024-09,Cold Chain,5,62.397,375.28
OUT0003584,Sample Retail 0246,2024-10,Standard,22,189.756,1771.97
OUT0003585,Sample Retail 0246,2024-11,Standard,16,115.151,376.78
OUT0003586,Sample Retail 0246,2024-12,Priority,21,219.275,853.64
OUT0003587,Sample Retail 0246,2025-01,Standard,6,61.015,512.35
OUT0003588,Sample Retail 0246,2025-02,Standard,7,96.316,792.94
OUT0003589,Sample Retail 0246,2025-03,Standard,9,138.365,594.99
OUT0003590,Sample Retail 0246,2025-05,Standard,14,129.006,1069.72
OUT0003591,Sample Retail 0246,2025-06,Cold Chain,6,43.022,351.52
OUT0003592,Sample FoodService 0247,2024-01,Cold Chain,14,176.725,699.4
OUT0003593,Sample FoodService 0247,2024-02,Cold Chain,14,188.94,703.86
OUT0003594,Sample FoodService 0247,2024-03,Standard,11,90.282,291.58
OUT0003595,Sample FoodService 0247,2024-06,Standard,15,173.753,954.33
OUT0003596,Sample FoodService 0247,2024-07,Priority,15,200.561,1092.96
OUT0003597,Sample FoodService 0247,2024-08,Standard,16,203.823,1545.01
OUT0003598,Sample FoodService 0247,2024-10,Standard,16,193.701,748.73
OUT0003599,Sample FoodService 0247,2024-11,Standard,8,112.985,464.07
OUT0003600,Sample FoodService 0247,2024-12,Standard,9,88.541,302.86
OUT0003601,Sample FoodService 0247,2025-01,Standard,20,253.43,1079.01
OUT0003602,Sample FoodService 0247,2025-02,Standard,17,134.585,1273.5
OUT0003603,Sample FoodService 0247,2025-03,Standard,10,110.221,987.59
OUT0003604,Sample FoodService 0247,2025-04,Cold Chain,8,112.946,695.16
